Menu Please!,"20 Jan, 2022","Overall user reviews:
Positive
						(13 reviews)","Simulation, Cooking, Life Sim, Management, Casual, Economy, Resource Management, Clicker, Crafting, Pixel Graphics, Colorful, Cute, Immersive Sim, Time Management, 2D, Minimalist, Family Friendly, Relaxing, Indie, Singleplayer"
SEARCH ALL - SUSHI,"4 Feb, 2022","Overall user reviews:
Positive
						(15 reviews)","Casual, Clicker, Hidden Object, Education, Point & Click, 2D, Hand-drawn, Indie, Family Friendly, Singleplayer"
Time Clickers,"23 Jul, 2015","Overall user reviews:
Very Positive
						(4,852 reviews)","Clicker, Free to Play, Casual, Indie, Action, Shooter, Singleplayer, FPS, Time Travel, Multiplayer, Voxel, Strategy, Simulation, Adventure, RPG, Relaxing, First-Person, Tower Defense, Idler, Point & Click"
Stonies,"21 Feb, 2018","Overall user reviews:
Mixed
						(352 reviews)","Free to Play, Casual, Simulation, Building, City Builder, Crafting, Resource Management, Multiplayer, Singleplayer, Relaxing, Clicker, Open World, Survival, Strategy, Sandbox, Fantasy, Co-op, Indie, Online Co-Op, Life Sim"
Plantera 2: Golden Acorn,Coming Soon,None,"Clicker, Idler, Collectathon, Sandbox, Agriculture, Building, Automation, Farming Sim, Point & Click, RPG, Cute, 2D, Funny, Relaxing, Casual, Simulation, Colorful, Pixel Graphics, Family Friendly, Atmospheric"
Human-powered spacecraft,"3 May, 2018","Overall user reviews:
Very Positive
						(525 reviews)","Indie, Clicker, Point & Click, Casual, Pixel Graphics, Singleplayer, Cute, Sci-fi, Retro, Comedy, Short, 2D, Space, Relaxing, Funny, Fast-Paced, Memes, Parody , Adventure, Atmospheric"
心境 VR / Mind VR Exploration,"6 Oct, 2020","Overall user reviews:
Mostly Positive
						(49 reviews)","Casual, Education, Immersive Sim, Life Sim, Exploration, Adventure, Visual Novel, Clicker, VR, Crafting, Experimental, Indie, Simulation, 6DOF, Singleplayer"
Voodoo Garden,"4 Aug, 2016","Overall user reviews:
Mostly Positive
						(626 reviews)","Casual, Farming Sim, Indie, Simulation, Clicker, Cute, Relaxing, 2D, Agriculture, Building, Singleplayer, Colorful, Atmospheric, Management, Family Friendly, RPG, Funny, Action, Illuminati, Touch-Friendly"
Wauies - The Pet Shop Game,"10 Jan, 2018","Overall user reviews:
Mixed
						(282 reviews)","Free to Play, Casual, Simulation, City Builder, Building, Cute, Management, Multiplayer, Singleplayer, Relaxing, Colorful, 2D, Clicker, Online Co-Op, Atmospheric, Economy, JRPG, Dog, Trading, Co-op"
Last Lovers 绿洲之爱,"3 Mar, 2022","Overall user reviews:
Positive
						(25 reviews)","Casual, Adventure, Simulation, RPG, Interactive Fiction, Dating Sim, Word Game, Visual Novel, JRPG, Match 3, Idler, Clicker, CRPG, 2D, Anime, Cartoon, Cartoony, Cute, Colorful, Hand-drawn"
Mine Crazy: The Korean Grinder,"8 Oct, 2020","Overall user reviews:
Positive
						(10 reviews)","Casual, RPG, Simulation, Clicker, Farming Sim, Idler, Education, 2D, Indie, Cute, Minimalist, Singleplayer"
Cthulhu pub,"24 Feb, 2022","Overall user reviews:
Positive
						(14 reviews)","Singleplayer, Replay Value, Indie, Difficult, Turn-Based, Simulation, Early Access, 2D, Base Building, Clicker, Science, Casual, Historical, Idler, Education, Dinosaurs, God Game, Sci-fi, Space, Adventure"
Rescue Team: Planet Savers,"11 Nov, 2020","Overall user reviews:
Positive
						(12 reviews)","Casual, Adventure, Strategy, Clicker, Management, Building, Time Management, Top-Down, Isometric, Cute, Colorful, Atmospheric, Survival, Family Friendly, Destruction, Funny, Modern, Economy, Time Manipulation, Linear"
THE BUTTON,"27 Apr, 2022","Overall user reviews:
Very Positive
						(730 reviews)","Souls-like, Psychological Horror, Clicker, Point & Click, Funny, 2D, Story Rich, Casual, Free to Play, Singleplayer, Comedy, Multiplayer, Sexual Content, Nudity, Hentai, Horror, NSFW, World War II, Gore, Dating Sim"
Idle Earth,"4 Jan, 2019","Overall user reviews:
Mostly Positive
						(20 reviews)","Clicker, Casual, Indie, Pixel Graphics, 2D, Mining, Arcade, Point & Click, Management, Colorful, Comedy, Linear, Singleplayer"
Tower Ball - Incremental Tower Defense,"15 Jun, 2021","Overall user reviews:
Mixed
						(155 reviews)","Clicker, Idler, Tower Defense, Shooter, Strategy, 2D, Casual, Colorful, Management, Building, Singleplayer, Free to Play, Indie, Early Access"
Fidget Spinner Editor,"9 Oct, 2017","Overall user reviews:
Positive
						(39 reviews)","Clicker, Idler, Sports, Crafting, Point & Click, Tabletop, Strategy, 2D, Relaxing, Casual, Simulation, Minimalist, Stylized, Mystery, Adventure, Singleplayer, Indie, Psychological Horror, Action, Memes"
Leaf Blower Revolution - Supporter Pack,"4 Dec, 2020","Overall user reviews:
Very Positive
						(55 reviews)","Indie, Casual, Free to Play"
Pill Puzzle: One Move,"29 Jul, 2021","Overall user reviews:
Positive
						(16 reviews)","2D, Casual, Abstract, Point & Click, Atmospheric, Clicker, Touch-Friendly, Strategy, Difficult, Stylized, Indie, Cute, Logic, Minimalist, Puzzle, Simulation, Relaxing, Mouse only, Singleplayer"
My Sweet Washing Machine!,"23 Oct, 2020","Overall user reviews:
Positive
						(16 reviews)","Sexual Content, Anime, NSFW, Adventure, Casual, Puzzle, 2D, Clicker, Indie, Colorful, Cute, Relaxing, Atmospheric, Singleplayer"
Dead Profit,"3 Mar, 2022","Overall user reviews:
Mixed
						(12 reviews)","Casual, Puzzle, Clicker, Idler, 2D, Minimalist, Agriculture, Dark, Fantasy, Early Access, Funny, Automation, Crafting, Singleplayer"
Mission IDLE,"31 Dec, 2020","Overall user reviews:
Mostly Positive
						(38 reviews)","Casual, Clicker, Collectathon, Text-Based, Cartoony, Pixel Graphics, Fantasy, Medieval, PvE, Singleplayer"
Neko Chan,"1 Nov, 2021","Overall user reviews:
Positive
						(14 reviews)","Casual, Simulation, Cute, Relaxing, Experimental, Idler, Tabletop, Cartoon, Anime, Clicker, JRPG, Time Management, 3D, Funny, Automation, Character Customization, Singleplayer, Indie"
Scale Enchanter,"15 Oct, 2021","Overall user reviews:
Positive
						(21 reviews)","Casual, Music, Logic, Puzzle, Clicker, Education, Linear, Singleplayer, 2D, Arcade, Indie, Simulation, Card Game, Minimalist, Family Friendly, Rhythm, Solitaire"
Neko Dungeon | 喵酱迷城 | 喵醬迷城 | ねこダンジョン,"17 Aug, 2018","Overall user reviews:
Mixed
						(30 reviews)","JRPG, Sexual Content, Roguelite, Hidden Object, Strategy, Anime, Pixel Graphics, Nudity, NSFW, Female Protagonist, Mature, Roguelike, Clicker, Hentai, RPG, Mystery Dungeon, Dungeon Crawler, Choices Matter, Retro, Singleplayer"
SimPocalypse,"11 May, 2021","Overall user reviews:
Mixed
						(84 reviews)","Idler, Clicker, Automation, Choices Matter, Simulation, 4X, Building, Casual, Base Building, Resource Management, Strategy, Management, City Builder, Colony Sim, Time Management, Survival, RPG, Real-Time with Pause, 2D, Singleplayer"
Luffy: Way Back Home,"21 Oct, 2021","Overall user reviews:
Positive
						(14 reviews)","Cats, Relaxing, Puzzle, Casual, Cute, Board Game, Clicker, Idler, Sailing, Solitaire, Nature, Logic, Minimalist, 2D, Point & Click, Colorful, Stylized, Cartoon, Narration, Adventure"
Loading Screen Simulator,"13 Jul, 2017","Overall user reviews:
Very Positive
						(8,251 reviews)","Free to Play, Memes, Clicker, Simulation, Indie, Casual, Singleplayer, Funny, Comedy, Family Friendly, Difficult, 2D, Atmospheric, Pixel Graphics, Violent, Choices Matter, First-Person, Multiplayer, Survival Horror, Relaxing"
Fastest Hands In The WASD,"18 Oct, 2021","Overall user reviews:
Positive
						(24 reviews)","Simulation, Western, Indie, Clicker, Casual, Singleplayer, 2D, Funny, RPG, Adventure, Fantasy, Family Friendly, Strategy, Idler, Comedy, Satire, Parody , Management, Action, Choices Matter"
Oraxum Trials,"28 Feb, 2022","Overall user reviews:
Mostly Positive
						(37 reviews)","Early Access, Casual, Resource Management, Clicker, Idler, Management, Point & Click, Building, 2D, Top-Down, Puzzle, Cartoony, Colorful, Stylized, Fantasy, Magic, Atmospheric, Adventure, Dark, Time Management"
Bomb The Monsters!,"6 Nov, 2015","Overall user reviews:
Mostly Positive
						(44 reviews)","Casual, Adventure, Action, Strategy, Puzzle, Arcade, Side Scroller, Puzzle Platformer, Clicker, Precision Platformer, 2D, Cute, Cartoony, Colorful, Family Friendly, Building, Tactical, Physics, Singleplayer"
Idle Adventure,"13 Apr, 2018","Overall user reviews:
Mixed
						(414 reviews)","Free to Play, RPG, Adventure, Indie, Early Access, Text-Based, Difficult, Clicker, Idler"
舔狗模拟器,"5 Nov, 2021","Overall user reviews:
Mixed
						(100 reviews)","RPG, Casual, Interactive Fiction, Dating Sim, Word Game, Visual Novel, Idler, Clicker, 2D, Anime, Cartoon, Cartoony, Cute, Text-Based, Hand-drawn, Drama, Emotional, Relaxing, Funny, Romance"
Witch Ring Meister,"19 Apr, 2019","Overall user reviews:
Mostly Positive
						(20 reviews)","Casual, Simulation, Strategy, Adventure, Indie, Anime, Management, Clicker, Time Management, Singleplayer, Cute, Magic, JRPG, Female Protagonist"
Higgs Boson: Minimal Puzzle,"24 May, 2021","Overall user reviews:
Positive
						(33 reviews)","Minimalist, Puzzle, Abstract, Casual, Logic, Relaxing, Point & Click, Clicker, Experimental, Touch-Friendly, Mouse only, Colorful, Programming, Short, Science, Indie"
Love Puzzle,"11 Dec, 2020","Overall user reviews:
Mixed
						(211 reviews)","Casual, Adventure, Anime, 2D, Strategy, Match 3, Cute, Indie, Colorful, Linear, Simulation, Singleplayer, Clicker, Character Action Game, Idler, Dating Sim, Minimalist, Puzzle, Hand-drawn, Atmospheric"
Shop Tycoon: Prepare your wallet,"25 Aug, 2021","Overall user reviews:
Mixed
						(43 reviews)","Simulation, Management, Clicker, Strategy, RTS, Singleplayer, Time Management, Economy, 2D, 2.5D, Cartoon, Grand Strategy, Colorful, Cute, Isometric, Moddable, Old School, Immersive Sim, Touch-Friendly, Relaxing"
RogueClick,"2 Mar, 2022","Overall user reviews:
Mixed
						(11 reviews)","RPG, Action, Clicker, Casual, 2D, Funny, Indie, Pixel Graphics, Cartoony, Fantasy, Medieval, Combat, Singleplayer, Mouse only, Touch-Friendly"
Artistic Girl 1,"4 May, 2022","Overall user reviews:
Mixed
						(12 reviews)","Sexual Content, Nudity, Dating Sim, Point & Click, Female Protagonist, Puzzle, Casual, Clicker, Cute, Relaxing, Minimalist, Singleplayer, 2D, Indie, Simulation, RPG, Free to Play"
HardWorker Simulator,"18 Feb, 2022","Overall user reviews:
Positive
						(14 reviews)","Casual, Adventure, Simulation, 2D, Survival, Indie, Massively Multiplayer, Strategy, Horror, Action, Clicker, Atmospheric, Story Rich, Singleplayer, Top-Down, Racing, Exploration, Minimalist, Sports, Comedy"
my fluffy life,"30 Sep, 2021","Overall user reviews:
Positive
						(47 reviews)","Cute, Relaxing, Character Customization, Multiplayer, Conversation, Point & Click, Asynchronous Multiplayer, Clicker, 2D, Life Sim, Family Friendly, Artificial Intelligence, Casual, Simulation, Open World"
Ragnar's Chinese Memory Game,"14 Aug, 2020","Overall user reviews:
Positive
						(10 reviews)","Education, Card Game, Board Game, Hand-drawn, Foreign, Casual, Indie, Singleplayer, Conversation, Tabletop, Clicker, Spelling, 2D, Puzzle"
Tezz,"8 Feb, 2021","Overall user reviews:
Positive
						(23 reviews)","Family Friendly, Choices Matter, Atmospheric, Puzzle, Relaxing, Strategy, Casual, Linear, Clicker, Minimalist, Colorful, Singleplayer, Indie, 3D"
Photographer,"8 Jul, 2021","Overall user reviews:
Positive
						(19 reviews)","Photo Editing, Utilities, Anime, Casual, Cartoon, Character Customization, Simulation, 3D, Dating Sim, Life Sim, Clicker, Indie, Cute, Early Access, First-Person, Singleplayer, Software, Design & Illustration, Immersive Sim, 3D Platformer"
SEARCH ALL - CATS,"9 Feb, 2022","Overall user reviews:
Positive
						(41 reviews)","Casual, Point & Click, Puzzle, Education, Exploration, Clicker, Hidden Object, Flight, 2D, Minimalist, Hand-drawn, Stylized, Controller, Score Attack, Singleplayer, Family Friendly, Cats, Indie"
Horror Girl Puzzle,"11 Dec, 2018","Overall user reviews:
Positive
						(46 reviews)","Puzzle, Experimental, Idler, Indie, Sexual Content, Nudity, Mature, Hand-drawn, Dark, Horror, Demons, Gore, Zombies, Singleplayer, Clicker, Mouse only, Minigames, Design & Illustration, Relaxing, Stylized"
Dreamer: Puzzle,"1 Nov, 2021","Overall user reviews:
Positive
						(14 reviews)","Casual, Relaxing, Atmospheric, Puzzle, Strategy, Cartoony, Minimalist, Hand-drawn, Indie, Narration, Historical, Emotional, Drama, Cinematic, Clicker, Singleplayer"
SEARCH ALL - MUSHROOMS,"1 Mar, 2022","Overall user reviews:
Positive
						(11 reviews)","Exploration, Casual, Clicker, Hidden Object, Education, Point & Click, Indie, 2D, Controller, Minimalist, Hand-drawn, Family Friendly, Singleplayer, Atmospheric, Relaxing, Puzzle, Card Game, Logic, Tutorial, Tabletop"
Mystical Lights,"13 Oct, 2020","Overall user reviews:
Positive
						(10 reviews)","Anime, Indie, Sexual Content, Adventure, 2D, Atmospheric, Puzzle, Singleplayer, Cute, Clicker, Casual, Relaxing, Simulation, Colorful"
Wow Dance,"19 Mar, 2021","Overall user reviews:
Mixed
						(20 reviews)","Casual, Rhythm, VR, 3D, Clicker, Cute, First-Person, Free to Play, Relaxing, Controller, Singleplayer"
Shiny Summer,"17 Sep, 2020","Overall user reviews:
Mostly Positive
						(16 reviews)","Anime, Puzzle, Casual, Cute, Relaxing, Adventure, Colorful, Singleplayer, 2D, Clicker, Indie, JRPG, Simulation, Strategy"
Sudokolorful,"4 Aug, 2021","Overall user reviews:
Positive
						(19 reviews)","Casual, Puzzle, Minimalist, Psychedelic, Atmospheric, Logic, Relaxing, Procedural Generation, Singleplayer, Abstract, Ambient, Colorful, Clicker, Immersive, Instrumental Music, Mouse only"
Puzzletronics Analog Eletronics,"24 Mar, 2021","Overall user reviews:
Positive
						(44 reviews)","Casual, Strategy, Point & Click, Education, Sandbox, Tabletop, Puzzle, Board Game, Clicker, 3D, Colorful, Top-Down, Cute, Isometric, Minimalist, Logic, Relaxing, Singleplayer, Abstract, Mouse only"
God of Gym,"3 Jan, 2020","Overall user reviews:
Positive
						(21 reviews)","Sports, Casual, Simulation, Indie, Fast-Paced, Difficult, Side Scroller, Clicker, 2D, Pixel Graphics, Modern, Time Manipulation, Linear, Singleplayer"
Farmer Against Potatoes Idle,Summer 2022,None,"Early Access, Casual, Simulation, Idler, Clicker, Resource Management, Inventory Management, CRPG, Agriculture, Strategy RPG, Action RPG, Funny, Choices Matter, Anime, Western, Cartoon, 1990's, America, Combat, Singleplayer"
Candy Blast,"30 Jun, 2016","Overall user reviews:
Mixed
						(17 reviews)","Clicker, Puzzle, Indie, Casual, Singleplayer, Cute, Family Friendly, Action, Match 3, Relaxing, Controller, Narration, Nonlinear, Physics, Turn-Based, Psychological Horror"
Ever Seen A Cat? 2,Coming Soon,None,"Casual, Point & Click, Clicker, Hidden Object, Relaxing, Cats, 2D, Cartoony, Colorful, Cute, Hand-drawn, Stylized, Family Friendly, Singleplayer"
I Can't Believe It's Not Gambling 2(K),"16 Dec, 2019","Overall user reviews:
Mixed
						(41 reviews)","Collectathon, Loot, Basketball, Sports, Satire, Clicker, Capitalism, Automation, Arcade, 3D, Dark Humor, Parody , Simulation, Realistic, Comedy, Gambling, Memes, Singleplayer, Casual, NSFW"
Cute animal jigsaw puzzle,"5 Mar, 2021","Overall user reviews:
Positive
						(23 reviews)","Puzzle, Education, Tabletop, Clicker, 2D, Casual, Simulation, Cute, Physics, Relaxing, First-Person, Funny, Linear, Nature, Colorful, Cartoony, Building, Retro, Controller, Singleplayer"
Craft Craft Craft!,"21 Jul, 2021","Overall user reviews:
Positive
						(12 reviews)","Crafting, Clicker, Medieval, Resource Management, Management, Casual, Simulation, Pixel Graphics, Strategy, Time Management, Immersive Sim, Turn-Based Strategy, 2D, Colorful, Cute, Relaxing, Linear, Singleplayer, Auto Battler, Life Sim"
Tank Zombie Smasher,"20 Jul, 2021","Overall user reviews:
Positive
						(11 reviews)","Clicker, Racing, Perma Death, Simulation, Auto Battler, Sports, Casual, 3D, Funny, Indie, Pixel Graphics, Singleplayer"
Instant Artist: Puzzle Mashup,"17 Mar, 2022","Overall user reviews:
Positive
						(16 reviews)","Sandbox, Design & Illustration, Relaxing, Clicker, Experimental, Casual, Family Friendly, Colorful, Tabletop, Minimalist, Atmospheric, Simulation, Indie, Cute, Immersive Sim, Stylized, Singleplayer, 2D, Software, Puzzle"
Inventory Manager,"8 Oct, 2021","Overall user reviews:
Mostly Positive
						(29 reviews)","Strategy, Clicker, Idler, Point & Click, 2D, Casual, Cartoony, Automation, Fantasy, Management, Economy, Inventory Management, Resource Management, Singleplayer, Indie, Loot"
Colors!,"6 Aug, 2021","Overall user reviews:
Very Positive
						(59 reviews)","Minimalist, Relaxing, Puzzle, Logic, Point & Click, Clicker, Mouse only, Colorful, Stylized, Idler, Quick-Time Events, Indie, Abstract, Family Friendly, Psychological, Sandbox, Choices Matter, 2D, Casual, Singleplayer"
Palladise Island,"26 Mar, 2021","Overall user reviews:
Very Positive
						(82 reviews)","Idler, Creature Collector, Clicker, City Builder, Farming Sim, Point & Click, Life Sim, 2D, Relaxing, Cyberpunk, Base Building, Casual, Open World, Pixel Graphics, Anime, Cartoony, Hand-drawn, Fantasy, Time Travel, Futuristic"
Rayland,"6 Nov, 2021","Overall user reviews:
Positive
						(49 reviews)","Casual, Strategy, Point & Click, Puzzle, Clicker, 3D, Colorful, Isometric, Minimalist, Top-Down, Atmospheric, Futuristic, Logic, Mechs, Relaxing, Quick-Time Events, Physics, Grid-Based Movement, Singleplayer, Choices Matter"
XANARTHRAXIA,"16 Nov, 2019","Overall user reviews:
Positive
						(21 reviews)","Indie, Casual, RPG, Pixel Graphics, Clicker, Retro, Competitive, Roguelite, Singleplayer, Fantasy, Strategy, Adventure, Short, Violent, Puzzle, Difficult, Great Soundtrack, Relaxing, Beautiful"
Mini War - Three Kingdoms,"30 Nov, 2020","Overall user reviews:
Positive
						(17 reviews)","Strategy, Tactical RPG, Minimalist, Clicker, Tabletop, Top-Down, Puzzle, Tactical, Military, Indie, Casual, Logic, Action, Singleplayer"
Hi-Score Boi,"13 Jul, 2020","Overall user reviews:
Positive
						(33 reviews)","Casual, Indie, Simulation, Clicker, Singleplayer, 3D, Abstract, Anime, Cartoon, Colorful, Cute, Psychedelic, Stylized, Voxel, Cats, Memes, Retro, Score Attack, Family Friendly, Music"
"Athena, the rabbit - Jigsaw Puzzle","4 Feb, 2021","Overall user reviews:
Positive
						(17 reviews)","Tabletop, Short, Family Friendly, Puzzle, Cute, Colorful, Relaxing, Minimalist, Clicker, Education, Point & Click, Board Game, Casual, Realistic, Singleplayer, Hidden Object, 2D, Minigames"
TV Kid,"1 Oct, 2021","Overall user reviews:
Positive
						(48 reviews)","Casual, Strategy, Roguelike, Clicker, 2D, Minimalist, Pixel Graphics, 1980s, 1990's, Cats, Dog, Retro, Dystopian , Satire, Supernatural, Choices Matter, Deckbuilding, Linear, PvE, Resource Management"
Newton Going Home,"20 Jan, 2022","Overall user reviews:
Positive
						(21 reviews)","Cats, Puzzle, Tabletop, Relaxing, Cute, Singleplayer, Hex Grid, Stylized, Atmospheric, Family Friendly, 3D, Point & Click, Colorful, Clicker, Isometric, Casual, Education, Logic, Nature"
SEARCH ALL - RUNES,"22 Feb, 2022","Overall user reviews:
Positive
						(13 reviews)","Exploration, Clicker, Collectathon, Hidden Object, Education, Martial Arts, Archery, Point & Click, 2D, Dragons, Historical, Swordplay, Casual, Controller, Hand-drawn, Military, Family Friendly, Logic, Loot, Mythology"
PIPELINE RTX,"24 Feb, 2022","Overall user reviews:
Mostly Positive
						(20 reviews)","Side Scroller, Exploration, Clicker, Strategy, Puzzle, Point & Click, 3D, Third Person, Casual, Relaxing, Nonlinear, Simulation, Minimalist, Realistic, Stylized, Family Friendly, Logic, Tactical, Old School, Singleplayer"
My Sunny Resort,"3 May, 2018","Overall user reviews:
Mixed
						(193 reviews)","Casual, Free to Play, Simulation, City Builder, Management, Building, Singleplayer, Multiplayer, Online Co-Op, Clicker, Resource Management, Isometric, Atmospheric, Relaxing, Colorful, Economy, Platformer, Co-op, Indie, Capitalism"
Passage 4,"13 Dec, 2016","Overall user reviews:
Positive
						(15 reviews)","Clicker, Puzzle, Match 3, Board Game, Relaxing, Casual, Solitaire, Indie, Singleplayer, Puzzle Platformer, Anime, Cartoon, Cartoony, Colorful, Minimalist, Cute, Realistic, Stylized, Comic Book, Fantasy"
Tezz: Portals,"18 Mar, 2021","Overall user reviews:
Positive
						(18 reviews)","Clicker, Colorful, Casual, Relaxing, Choices Matter, Puzzle, Board Game, Atmospheric, Minimalist, Strategy, Family Friendly, 3D, Indie, Singleplayer"
The Sealed Ampoule,"4 Mar, 2021","Overall user reviews:
Positive
						(37 reviews)","Clicker, Anime, 3D, Adventure, Story Rich, Mining, Collectathon, Resource Management, Visual Novel, Simulation, Atmospheric, Dark Fantasy, RPG, Mystery, Fantasy, Singleplayer, Dungeon Crawler, Grid-Based Movement, Mystery Dungeon, Turn-Based Strategy"
Loot Hero DX,"3 Jul, 2015","Overall user reviews:
Mostly Positive
						(236 reviews)","Side Scroller, 2D Platformer, Clicker, Collectathon, Dungeon Crawler, Idler, Auto Battler, Beat 'em up, Action RPG, Arcade, Roguelike, RPG, 2D, Dragons, Action, Casual, Pixel Graphics, Fantasy, Loot, Adventure"
The HeartBeat,"5 Oct, 2020","Overall user reviews:
Very Positive
						(72 reviews)","Cyberpunk, Text-Based, Rhythm, Word Game, Visual Novel, Indie, Experimental, Time Management, Immersive Sim, Political Sim, Clicker, RPG, Multiple Endings, Choices Matter, Puzzle, Stylized, Cats, Sci-fi, Singleplayer"
Potion Commotion,"15 Apr, 2020","Overall user reviews:
Very Positive
						(92 reviews)","Indie, Casual, Strategy, Adventure, Simulation, Free to Play, Clicker, Idler, Colorful, Cute, Family Friendly, Memes, Funny, Relaxing, 2D, Resource Management, Management, Magic, Singleplayer, Building"
Top Burger,"24 Apr, 2019","Overall user reviews:
Mostly Positive
						(36 reviews)","Sports, Time Management, Clicker, Education, Life Sim, Point & Click, Dating Sim, Cute, Cooking, Funny, Casual, Simulation, Stylized, Colorful, Family Friendly, Adventure, Modern, Singleplayer, Old School, Indie"
Tap Heroes,"5 Jun, 2015","Overall user reviews:
Mixed
						(323 reviews)","Tactical RPG, Clicker, Idler, Auto Battler, Automation, Platformer, Point & Click, Roguelike, RPG, Strategy, 2D, Cute, Funny, Action, Casual, Simulation, Pixel Graphics, Loot, Adventure, Retro"
Farmtale,"13 Apr, 2020","Overall user reviews:
Mostly Positive
						(215 reviews)","Farming Sim, Clicker, Agriculture, Life Sim, Sandbox, Simulation, Building, Resource Management, Idler, RPG, Casual, Choose Your Own Adventure, Relaxing, Family Friendly, Cute, Colorful, Economy, Singleplayer, Early Access, 3D"
Akin Vol 2,"27 Jul, 2017","Overall user reviews:
Mixed
						(16 reviews)","Puzzle Platformer, Clicker, Puzzle, Physics, Strategy, 2D, Relaxing, Casual, Simulation, Minimalist, Family Friendly, Singleplayer, Indie, Sequel, Abstract, Logic"
Doodle Kingdom,"9 Jun, 2016","Overall user reviews:
Mixed
						(100 reviews)","Casual, Indie, Simulation, Puzzle, 2D, Action, Clicker, Crafting, Sandbox, Memes, Cute, Minimalist, Funny, Education, God Game, Experimental, Illuminati, Open World, Trading Card Game"
Escape Mind,"24 Oct, 2019","Overall user reviews:
Very Positive
						(80 reviews)","Adventure, Indie, Point & Click, Retro, Singleplayer, Puzzle, Family Friendly, Pixel Graphics, 2D, Atmospheric, Old School, Cute, Mystery, Social Deduction, Clicker, Cats, Strategy, Exploration, Side Scroller, Fantasy"
Cat way Domino,"2 Mar, 2021","Overall user reviews:
Positive
						(32 reviews)","Minimalist, Logic, Cats, Puzzle, Relaxing, Casual, Strategy, Cute, Board Game, Atmospheric, 2D, Indie, Tabletop, Clicker, Singleplayer"
Puzzle Light: Slide,"13 Aug, 2021","Overall user reviews:
Positive
						(29 reviews)","Puzzle, Logic, Casual, Difficult, Minimalist, Family Friendly, Board Game, Clicker, Education, Point & Click, Isometric, Tabletop, 2D, Colorful, Top-Down, Singleplayer, Electronic, Hand-drawn, Relaxing, Sokoban"
Line Dots,"27 Aug, 2020","Overall user reviews:
Positive
						(22 reviews)","Casual, Puzzle, Point & Click, 2D, Colorful, Minimalist, Modern, Indie, Singleplayer, Strategy, Clicker, Stylized, Relaxing, Abstract, Short"
Doom Work,"30 Sep, 2021","Overall user reviews:
Positive
						(21 reviews)","Lemmings, Puzzle, Strategy, Pixel Graphics, Casual, Singleplayer, Point & Click, Clicker, 2D, Capitalism, Indie, Controller, Cute, Tutorial, Choices Matter, Relaxing, Retro"
Pixel Shopkeeper,"20 Jul, 2017","Overall user reviews:
Mostly Positive
						(143 reviews)","Simulation, Indie, Pixel Graphics, Strategy, Adventure, Management, Capitalism, Resource Management, Singleplayer, Economy, Crafting, Casual, Clicker, Puzzle, 2D, Retro, Family Friendly, Character Customization, Point & Click, Sandbox"
Save The Octo,"20 Jul, 2021","Overall user reviews:
Positive
						(10 reviews)","Casual, Simulation, Rhythm, Clicker, Word Game, 2D, Choices Matter, Indie, Singleplayer, Score Attack, Atmospheric, Hero Shooter"
Pachillinko,"1 Feb, 2022","Overall user reviews:
Mixed
						(30 reviews)","Relaxing, Gambling, Stylized, Score Attack, Minimalist, Clicker, Mouse only, Idler, Abstract, Psychedelic, Point & Click, Retro, Cyberpunk, Automation, Replay Value, Arcade, Singleplayer, Casual, 2D, Indie"
Lobster Game,"22 Dec, 2021","Overall user reviews:
Positive
						(12 reviews)","Side Scroller, Clicker, Arcade, 2D, Indie, Cute, Casual, Pixel Graphics, Dystopian , Futuristic, Quick-Time Events, Singleplayer"
100 hidden cups,"15 Sep, 2021","Overall user reviews:
Mixed
						(93 reviews)","Casual, Adventure, Point & Click, Puzzle, Hidden Object, Creature Collector, Exploration, Hand-drawn, Family Friendly, Surreal, Dinosaurs, Minimalist, Clicker, 2D, Stylized, Historical, Space, Pirates, Relaxing, Medieval"
Jigsaw Puzzle - Animals,"1 Aug, 2020","Overall user reviews:
Positive
						(20 reviews)","Casual, Solitaire, Board Game, Tabletop, Cute, Relaxing, Puzzle, Fantasy, Strategy, Clicker, Minimalist, Logic, 2D, Family Friendly, Realistic, Nature, Singleplayer, Indie, Colorful, Beautiful"
Perseverance Mission - Astronaut Charlie,"12 Sep, 2021","Overall user reviews:
Positive
						(23 reviews)","Cats, Mars, Grid-Based Movement, Space, Logic, Puzzle, Point & Click, Minimalist, Atmospheric, Cute, Colorful, Relaxing, 3D Vision, Top-Down, Clicker, Family Friendly, Linear, Singleplayer, Casual"
Expansion,"25 Jul, 2019","Overall user reviews:
Mixed
						(13 reviews)","Strategy, Casual, Space, 4X, Turn-Based, Indie, Difficult, Space Sim, Clicker, Simulation"
Prison Wars,"30 Mar, 2022","Overall user reviews:
Mostly Positive
						(12 reviews)","RPG, Party-Based RPG, MMORPG, Massively Multiplayer, Clicker, 2D, Casual, Minimalist, Retro, Tactical, PvP, Free to Play, Team-Based, Gore, Violent, Co-op, Online Co-Op, Multiplayer"
Higgs Boson: Timed Puzzle,"29 Sep, 2021","Overall user reviews:
Positive
						(15 reviews)","Casual, Minimalist, Puzzle, Relaxing, Short, Logic, Abstract, Colorful, Point & Click, Clicker, Experimental, Touch-Friendly, Mouse only, Programming, Science, 2D, Singleplayer"
